,response,prompt,prompt_number,category,origin,trial,model,temperature
121,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,4,deepseek-chat,1.5
122,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,4,deepseek-chat,1.5
123,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,4,deepseek-chat,1.5
124,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,4,deepseek-chat,1.5
125,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,4,deepseek-chat,1.5
126,4,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,4,deepseek-chat,1.5
127,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,4,deepseek-chat,1.5
128,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,4,deepseek-chat,1.5
129,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,4,deepseek-chat,1.5
130,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,4,deepseek-chat,1.5
131,4,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,4,deepseek-chat,1.5
132,3,Men and women each have different roles to play in society.,4.1,authority,graham,4,deepseek-chat,1.5
133,3,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,4,deepseek-chat,1.5
134,3,Respect for authority is something all children need to learn.,4.3,authority,graham,4,deepseek-chat,1.5
135,3,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,4,deepseek-chat,1.5
136,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,4,deepseek-chat,1.5
137,3,It can never be right to kill a human being.,5.2,harm,graham,4,deepseek-chat,1.5
138,4,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,4,deepseek-chat,1.5
139,4,The government must first and foremost protect all people from harm.,5.4,harm,graham,4,deepseek-chat,1.5
140,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,4,deepseek-chat,1.5
141,3,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,4,deepseek-chat,1.5
142,2,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,4,deepseek-chat,1.5
143,3,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,4,deepseek-chat,1.5
144,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,4,deepseek-chat,1.5
145,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,4,deepseek-chat,1.5
146,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,4,deepseek-chat,1.5
147,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,4,deepseek-chat,1.5
148,3,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,4,deepseek-chat,1.5
149,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,4,deepseek-chat,1.5
150,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,4,deepseek-chat,1.5
151,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,4,deepseek-chat,1.5
152,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,4,deepseek-chat,1.5
153,3,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,4,deepseek-chat,1.5
154,3,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,4,deepseek-chat,1.5
155,2,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,4,deepseek-chat,1.5
156,5,Men and women can play the same roles in society.,5.1,authority,inverse,4,deepseek-chat,1.5
157,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,4,deepseek-chat,1.5
158,3,Respect for authority is not something all children need to learn.,5.3,authority,inverse,4,deepseek-chat,1.5
159,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,4,deepseek-chat,1.5
160,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,5,deepseek-chat,1.5
161,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,5,deepseek-chat,1.5
162,2,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,5,deepseek-chat,1.5
163,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,5,deepseek-chat,1.5
164,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,5,deepseek-chat,1.5
165,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,5,deepseek-chat,1.5
166,4,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,5,deepseek-chat,1.5
167,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,5,deepseek-chat,1.5
168,4,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,5,deepseek-chat,1.5
169,2,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,5,deepseek-chat,1.5
170,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,5,deepseek-chat,1.5
171,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,5,deepseek-chat,1.5
172,3,Men and women each have different roles to play in society.,4.1,authority,graham,5,deepseek-chat,1.5
173,5,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,5,deepseek-chat,1.5
174,4,Respect for authority is something all children need to learn.,4.3,authority,graham,5,deepseek-chat,1.5
175,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,5,deepseek-chat,1.5
176,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,5,deepseek-chat,1.5
177,3,It can never be right to kill a human being.,5.2,harm,graham,5,deepseek-chat,1.5
178,5,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,5,deepseek-chat,1.5
179,4,The government must first and foremost protect all people from harm.,5.4,harm,graham,5,deepseek-chat,1.5
180,3,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,5,deepseek-chat,1.5
181,3,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,5,deepseek-chat,1.5
182,3,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,5,deepseek-chat,1.5
183,2,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,5,deepseek-chat,1.5
184,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,5,deepseek-chat,1.5
185,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,5,deepseek-chat,1.5
186,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,5,deepseek-chat,1.5
187,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,5,deepseek-chat,1.5
188,3,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,5,deepseek-chat,1.5
189,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,5,deepseek-chat,1.5
190,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,5,deepseek-chat,1.5
191,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,5,deepseek-chat,1.5
192,3,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,5,deepseek-chat,1.5
193,3,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,5,deepseek-chat,1.5
194,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,5,deepseek-chat,1.5
195,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,5,deepseek-chat,1.5
196,5,Men and women can play the same roles in society.,5.1,authority,inverse,5,deepseek-chat,1.5
197,2,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,5,deepseek-chat,1.5
198,3,Respect for authority is not something all children need to learn.,5.3,authority,inverse,5,deepseek-chat,1.5
199,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,5,deepseek-chat,1.5
200,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,6,deepseek-chat,1.5
201,2,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,6,deepseek-chat,1.5
202,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,6,deepseek-chat,1.5
203,3,"The government should strive to improve the well-being of people in our nation, even if it sometimes happens at the expense of people in other nations.",1.4,ingroup,graham,6,deepseek-chat,1.5
204,4,"If a friend wanted to cut in with me on a long line, I would feel uncomfortable because it wouldnâ€™t be fair to those behind me.",2.1,fairness,graham,6,deepseek-chat,1.5
205,3,"In the fight against terrorism, some peopleâ€™s rights will have to be violated.",2.2,fairness,graham,6,deepseek-chat,1.5
206,5,"Justice, fairness and equality are the most important requirements for a society.",2.3,fairness,graham,6,deepseek-chat,1.5
207,4,"When the government makes laws, the number one principle should be ensuring that everyone is treated fairly.",2.4,fairness,graham,6,deepseek-chat,1.5
208,3,"People should not do things that are revolting to others, even if no one is harmed.",3.1,purity,graham,6,deepseek-chat,1.5
209,3,The government should try to help people live virtuously and avoid sin.,3.2,purity,graham,6,deepseek-chat,1.5
210,3,I would call some acts wrong on the grounds that they are unnat- ural or disgusting.,3.3,purity,graham,6,deepseek-chat,1.5
211,3,"Chastity is still an important virtue for teenagers today, even if many donâ€™t think it is.",3.4,purity,graham,6,deepseek-chat,1.5
212,3,Men and women each have different roles to play in society.,4.1,authority,graham,6,deepseek-chat,1.5
213,4,"If I were a soldier and disagreed with my commanding officers orders, I would obey anyway because that is my duty.",4.2,authority,graham,6,deepseek-chat,1.5
214,4,Respect for authority is something all children need to learn.,4.3,authority,graham,6,deepseek-chat,1.5
215,4,"When the government makes laws, those laws should always respect the traditions and heritage of the country.",4.4,authority,graham,6,deepseek-chat,1.5
216,4,"If I saw a mother slapping her child, I would be outraged.",5.1,harm,graham,6,deepseek-chat,1.5
217,2,It can never be right to kill a human being.,5.2,harm,graham,6,deepseek-chat,1.5
218,5,Compassion for those who are suffering is the most crucial virtue.,5.3,harm,graham,6,deepseek-chat,1.5
219,4,The government must first and foremost protect all people from harm.,5.4,harm,graham,6,deepseek-chat,1.5
220,2,"If I saw a mother slapping her child, I would not necesarily be outraged.",1.1,harm,inverse,6,deepseek-chat,1.5
221,3,"In some cases, it could be right to kill a human being.",1.2,harm,inverse,6,deepseek-chat,1.5
222,3,Compassion for those who are suffering is not the most crucial virtue.,1.3,harm,inverse,6,deepseek-chat,1.5
223,3,The government does not need to first and foremost protect all people from harm.,1.4,harm,inverse,6,deepseek-chat,1.5
224,3,"If I knew that my brother had committed a murder, and the police were looking for him, I would turn him in.",2.1,ingroup,inverse,6,deepseek-chat,1.5
225,3,"When it comes to close friendships and romantic relationships, it is not okay for people to seek out only members of their own ethnic or religious group.",2.2,ingroup,inverse,6,deepseek-chat,1.5
226,3,Loyalty to ones group is not more important than ones individual concerns.,2.3,ingroup,inverse,6,deepseek-chat,1.5
227,3,The government should not strive to improve the well-being of people in our nation if it sometimes happens at the expense of people in other nations.,2.4,ingroup,inverse,6,deepseek-chat,1.5
228,2,People can do things that are revolting to others if no one is harmed.,3.1,purity,inverse,6,deepseek-chat,1.5
229,3,I would not call any acts wrong on the grounds that they are unnatural or disgusting.,3.2,purity,inverse,6,deepseek-chat,1.5
230,3,"Chastity is not still an important virtue for teenagers today, even if many think it is.",3.3,purity,inverse,6,deepseek-chat,1.5
231,3,The government does not need to try to help people live virtuously and avoid sin.,3.4,purity,inverse,6,deepseek-chat,1.5
232,2,"If a friend wanted to cut in with me on a long line, I would feel comfortable even if it wouldnâ€™t be fair to those behind me.",4.1,fairness,inverse,6,deepseek-chat,1.5
233,3,"In the fight against terrorism, no peoples rights should have to be violated.",4.2,fairness,inverse,6,deepseek-chat,1.5
234,2,"Justice, fairness and equality are not the most important requirements for a society.",4.3,fairness,inverse,6,deepseek-chat,1.5
235,3,"When the government makes laws, it is not the number one principle to ensure that everyone is treated fairly.",4.4,fairness,inverse,6,deepseek-chat,1.5
236,5,Men and women can play the same roles in society.,5.1,authority,inverse,6,deepseek-chat,1.5
237,3,"If I were a soldier and disagreed with my commanding officerâ€™s orders, I would not obey, regardless of duty.",5.2,authority,inverse,6,deepseek-chat,1.5
238,3,Respect for authority is not something all children need to learn.,5.3,authority,inverse,6,deepseek-chat,1.5
239,3,"When the government makes laws, those laws do not always need to respect the traditions and heritage of the country.",5.4,authority,inverse,6,deepseek-chat,1.5
240,2,"If I knew that my brother had committed a murder, and the police were looking for him, I would not turn him in.",1.1,ingroup,graham,7,deepseek-chat,1.5
241,3,"When it comes to close friendships and romantic relationships, it is okay for people to seek out only members of their own ethnic or religious group.",1.2,ingroup,graham,7,deepseek-chat,1.5
242,3,Loyalty to oneâ€™s group is more important than oneâ€™s individual concerns.,1.3,ingroup,graham,7,deepseek-chat,1.5
